product_code,product_name,brands,categories_tags,nutriscore_grade,nova_group,off_source_sha256,off_acquired_at,off_last_modified_t,off_history_status
3770014111777,Farine de blé T65 Transition - conversion biologique,Transition,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:cereals-and-potatoes"", ""en:cereals-and-their-products"", ""en:flours"", ""en:cereal-flours"", ""en:wheat-flours"", ""en:common-wheat-flours"", ""en:wheat-flour-type-65""]",a,1.0,32a912a44d6e223dfafb23196f02904fbe8ebf3ba34e10c30d44d9fe35794117,2026-09-05T19:36:33.752576+00:00,1774512441,NO_VERIFICABLE_HISTORICAMENTE
3770018078151,Bacon Vegetal Fumé,LA VIE,"[""en:meat-alternatives"", ""en:meat-analogues"", ""en:meat-analogues-from-soy-or-wheat-proteins"", ""en:bacon-substitutes"", ""en:meat-analogues-from-pea-proteins""]",d,4.0,d3b2de87961cdb4eaa4161956fe1fcc83469f0fe7c6ee05e5f930f9de9c32413,2026-09-06T22:59:23.891534+00:00,1782220495,NO_VERIFICABLE_HISTORICAMENTE
4001242003633,Popcorn Karamellgeschmack,"Chio, Intersnack","[""en:snacks"", ""en:popcorn""]",d,4.0,77893399f5cc2eaec230a916fb0a05ca1034b02da352bc9cd111106bfacf4f7a,2026-09-06T22:59:29.196377+00:00,1781436899,NO_VERIFICABLE_HISTORICAMENTE
4061464487482,Nussknacker / Nussbeisser XXL,"Aldi, Choceur, Hofer Schokoladefabrik","[""en:snacks"", ""en:sweet-snacks"", ""en:cocoa-and-its-products"", ""en:chocolates"", ""en:milk-chocolates"", ""en:chocolates-with-hazelnuts""]",e,4.0,a1723f3efe4248aaca50726c77ab9f516290e57ac2805d8457975849cf5dd788,2026-09-05T19:37:23.984365+00:00,1782759793,NO_VERIFICABLE_HISTORICAMENTE
4260031550011,Hähnchen Kebab,Kronenland,"[""de:Gyros"", ""de:Hähnchen""]",d,4.0,9843e2740256b9c6bcda97e4341729bc1df43b8755db56c358648bae52fb7bf3,2026-09-06T22:59:44.449363+00:00,1774522952,NO_VERIFICABLE_HISTORICAMENTE
4850002940974,Ձվածեղ,,"[""en:eggs-and-their-products"", ""en:farming-products"", ""en:eggs"", ""en:chicken-eggs""]",unknown,1.0,062033c0fad973e7a275a9c41139ce22165e2111e2e3d1fb1f9bce682011046e,2026-09-06T22:59:49.616712+00:00,1723967480,NO_VERIFICABLE_HISTORICAMENTE
5000112611878,coca cola zero,Cocacola,"[""en:beverages-and-beverages-preparations"", ""en:beverages"", ""en:non-alcoholic-beverages"", ""en:carbonated-drinks"", ""en:soft-drinks"", ""en:artificially-sweetened-beverages"", ""en:sodas"", ""en:diet-beverages"", ""en:colas"", ""en:diet-sodas"", ""en:diet-cola-soft-drink""]",unknown,4.0,f41cd3f2dade88d4268353353d5dbf52f2025a396d4f4a709efe3ac9ab99291f,2026-09-06T22:59:54.940802+00:00,1788030591,NO_VERIFICABLE_HISTORICAMENTE
5214002552640,Polyphenolic,Elitas,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:fats"", ""en:vegetable-fats"", ""en:olive-tree-products"", ""en:vegetable-oils"", ""en:olive-oils"", ""en:virgin-olive-oils"", ""en:extra-virgin-olive-oils""]",b,,edff220e9adfdf18329436ce4a30724ae00c72b82cfd6c29bdee8d58883e6174,2026-09-06T23:00:00.099375+00:00,1779095347,NO_VERIFICABLE_HISTORICAMENTE
5760466994484,Cooking Cream,Puck,"[""en:dairies"", ""en:creams"", ""en:uht-creams"", ""en:unfermented-creams"", ""fr:cremes-entieres"", ""en:liquid-30-fat-uht-cream""]",d,4.0,4b8a4bde18ea0560c66d4d1fe99684d52fc38b2b2ba27186f5d549d894fbf767,2026-09-06T23:00:05.245390+00:00,1788630830,NO_VERIFICABLE_HISTORICAMENTE
7622210231277,Véritable Petit écolier Chocolat au lait,"LU, Mondelez","[""en:snacks"", ""en:desserts"", ""en:sweet-snacks"", ""en:biscuits-and-cakes"", ""en:biscuits-and-crackers"", ""en:biscuits"", ""en:chocolate-biscuits"", ""en:milk-chocolate-biscuits"", ""en:biscuit-with-a-chocolate-bar-covering"", ""en:biscuit-with-a-milk-chocolate-bar-covering""]",e,4.0,b8e70d512b8775870ea0c2982015591efab923b4162d0deff369008a6077ed07,2026-09-06T23:00:10.567468+00:00,1774277384,NO_VERIFICABLE_HISTORICAMENTE
7792052075169,cereal de arroz con chocolate,Rock choc,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:breakfasts"", ""en:cereals-and-potatoes"", ""en:cereals-and-their-products"", ""en:breakfast-cereals"", ""en:chocolate-cereals""]",unknown,,253db387eca8f481f6041cfaf085e2a0c07a95b922ffa485172d7e1c22e2d9f7,2026-09-06T23:00:15.704290+00:00,1708914145,NO_VERIFICABLE_HISTORICAMENTE
8000500391228,Kinder Kinderini,Kinder,"[""en:snacks"", ""en:sweet-snacks"", ""en:biscuits-and-cakes"", ""en:biscuits-and-crackers"", ""en:biscuits"", ""en:pastries""]",e,4.0,541523ed87af4efb3ec302fab0b84715f2fe033aae8dbbdead2475d86083edb2,2026-09-06T23:00:21.039136+00:00,1788334947,NO_VERIFICABLE_HISTORICAMENTE
8002470031937,Olivenöl Natives Extra Gentile SANFT,Bertolli,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:fats"", ""en:vegetable-fats"", ""en:olive-tree-products"", ""en:vegetable-oils"", ""en:olive-oils"", ""en:virgin-olive-oils"", ""en:extra-virgin-olive-oils""]",b,,5ed04ecae15a2bfd56b323e17f5ef6ad42d9f0885a52949aadc91d5404ab7a6b,2026-09-06T23:00:26.212094+00:00,1785266186,NO_VERIFICABLE_HISTORICAMENTE
8007066010075,Maccheroncelli n.7,Poiatti,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:pastas"", ""en:dry-pastas""]",a,,fc78047fdfa64c5f71cea854c5f5824a578090689a27c25ddf458287787fa181,2026-09-06T23:00:31.394592+00:00,1776018842,NO_VERIFICABLE_HISTORICAMENTE
8023678730606,3 Noix,Isola Bio,"[""en:beverages-and-beverages-preparations"", ""en:plant-based-foods-and-beverages"", ""en:beverages"", ""en:plant-based-foods"", ""en:dairy-substitutes"", ""en:frozen-foods"", ""en:milk-substitutes"", ""en:nuts-and-their-products"", ""en:plant-based-beverages"", ""en:plant-based-milk-alternatives"", ""en:nut-based-drinks""]",d,4.0,15b74364b490cf3d544d25263d3e844298f559beb9609bf0705a5f0524eedea1,2026-09-06T23:00:36.574979+00:00,1778747871,NO_VERIFICABLE_HISTORICAMENTE
8033976484743,Bresaola,"Decò, F.lli Arena","[""en:meats-and-their-products"", ""en:beef-and-its-products"", ""en:meat-preparations"", ""en:meats"", ""en:prepared-meats"", ""en:beef"", ""en:beef-preparations"", ""en:dried-meats"", ""en:prepared-beef-meats"", ""en:bresaola""]",e,4.0,6eaaf4c6cc6995a83ef8a1ae669cb66891e3062d64cc31e86273100668253a16,2026-09-05T19:36:18.498253+00:00,1774915075,NO_VERIFICABLE_HISTORICAMENTE
8719200265578,Flora,Flora,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:spreads"", ""en:fats"", ""en:plant-based-spreads"", ""en:salted-spreads"", ""en:vegetable-fats"", ""en:spreadable-fats"", ""en:margarines""]",d,4.0,520aff3fa700c59840ef713438cf96ff94a460835c93e43168e3db4c8b5fe974,2026-09-06T23:00:41.742163+00:00,1774538102,NO_VERIFICABLE_HISTORICAMENTE
8801068091298,"Jūržolių užkandis SAMLIP, vasabio skonio",samlip,,unknown,,41e4e80d87c039765cc7834e3e34110f27774aa20bbdac8d3825714212ca97fb,2026-09-06T23:00:47.010467+00:00,1770396261,NO_VERIFICABLE_HISTORICAMENTE
8901725015275,Dark Fantasy Choco fills,"Sunfeast, Sunfeast is sold by ITC Limited","[""en:snacks"", ""en:sweet-snacks"", ""en:biscuits-and-cakes"", ""en:biscuits-and-crackers"", ""en:biscuits""]",e,4.0,b9763ef43d0755ccce4678810390c7e65c2023a87a47330d36cfac1181696c96,2026-09-06T23:00:52.328806+00:00,1788613744,NO_VERIFICABLE_HISTORICAMENTE
8994963002794,Instant noodles,Indo Mie,"[""en:plant-based-foods-and-beverages"", ""en:plant-based-foods"", ""en:dried-products"", ""en:dried-products-to-be-rehydrated"", ""en:pastas"", ""en:noodles"", ""en:instant-noodles""]",unknown,4.0,9332144843295046c496966bc63cc3aafb0e92ce92419a80a49336cb5ca03215,2026-09-06T23:00:57.647805+00:00,1777912375,NO_VERIFICABLE_HISTORICAMENTE
